Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
MACK,"Merrimack Pharmaceuticals, Inc.",6.78,638550020.82,n/a,1983,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
MERU,"Meru Networks, Inc.",2.27,41234186.8,n/a,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
MSLI,Merus Labs International Inc.,1.3,39921021.4,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
MLAB,"Mesa Laboratories, Inc.",48.63,163243275.09,n/a,1972,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
CASH,"Meta Financial Group, Inc.",23.9499,130380405.5619,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MBLX,"Metabolix, Inc.",1.24,42540146.8,n/a,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
MEOH,Methanex Corporation,29.7,2790855837,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
MEILU,METHES ENERGIES INTERNATIONAL LTD,4.6,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilu
METR,"Metro Bancorp, Inc",12.3,173791349.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
MCBI,"MetroCorp Bancshares, Inc.",9.45,177153338.25,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbi
MFRI,"MFRI, Inc.",4.91,33996820.36,n/a,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri
MGCD,MGC Diagnostics Corporation,6.685,26699221.5,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd
MGEE,MGE Energy Inc.,49.1,1134879625.8,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",3.48,62411130.84,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mgpi
MDH,MHI Hospitality Corporation,3.22,32199310.92,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mdh
MCRL,"Micrel, Incorporated",9.27,537910280.73,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/mcrl
MCHP,Microchip Technology Incorporated,29.41,5723346872.7,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp
MFI,MicroFinancial Incorporated,7.34,105110407.46,n/a,1999,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/mfi
MU,"Micron Technology, Inc.",5.52,5616934086.96,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu
MCRS,"MICROS Systems, Inc.",43.98,3528674123.82,n/a,1981,Technology,EDP Services,http://www.nasdaq.com/symbol/mcrs
MSCC,Microsemi Corporation,17.98,1599442041.36,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,26.95,226823664132.45,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,85.27,957171098.6,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",2.55,63954000,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis
MVISW,"Microvision, Inc.",0.0658,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvisw
MPB,Mid Penn Bancorp,9.98,34815699.06,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MCEP,"Mid-Con Energy Partners, LP",20.47,394924619.03,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep
MBRG,Middleburg Financial Corporation,17.21,121374454.34,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
MSEX,Middlesex Water Company,18.27,287841219.12,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
MOFG,"MidWestOne Financial Group, Inc.",19.74,167632869.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
MNDO,MIND C.T.I. Ltd.,1.99,37352136.82,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo
MSPD,"Mindspeed Technologies, Inc.",3.23,134012890.57,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mspd
MIPS,"MIPS Technologies, Inc.",7.54,407308658.64,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/mips
MSON,"MISONIX, Inc.",4.62,32386708.2,n/a,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson
MSW,"Mission West Properties, Inc.",8.91,202025518.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/msw
MIND,"Mitcham Industries, Inc.",13.5,173344846.5,n/a,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind
MITK,"Mitek Systems, Inc.",2.69,69946383.37,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,2.77,148637197.26,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl
MKSI,"MKS Instruments, Inc.",24.08,1267274462.16,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi
MINI,"Mobile Mini, Inc.",19.06,871108957.78,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini
MOCO,"MOCON, Inc.",14.63,80549107.87,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco
MPAC,MOD-PAC CORP.,6.66,21370801.14,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpac
MLNK,"ModusLink Global Solutions, Inc",2.94,129307412.22,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk
MOLX,Molex Incorporated,26.06,4616052753.5,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molx
MOLXA,Molex Incorporated,21.41,3792390232.25,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/molxa
MNTA,"Momenta Pharmaceuticals, Inc.",10.64,550032416.64,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta
MCRI,"Monarch Casino & Resort, Inc.",9.06,146241917.52,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri
MNRK,"Monarch Financial Holdings, Inc.",8.39,66378198.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
MNRKP,"Monarch Financial Holdings, Inc.",29.71,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrkp
MDLZ,"Mondelez International, Inc.",25.41,45155809942.32,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz
MPWR,"Monolithic Power Systems, Inc.",19.66,697449902.8,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,15.09,558518956.98,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type
MNRO,"Monro Muffler Brake, Inc.",31.75,993462770.5,n/a,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,15.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
MNST,Monster Beverage Corporation,45.74,7838457350.66,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
MHGC,Morgans Hotel Group Co.,5.4,168705973.8,n/a,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mhgc
MORN,"Morningstar, Inc.",63.25,2981054408.75,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",3.15,125706766.5,n/a,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy
MPAA,"Motorcar Parts of America, Inc.",5.04,72935457.84,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mpaa
MOTR,"Motricity, Inc.",0.6098,28155891.1026,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/motr
MOVE,"Move, Inc.",7.78,305946508.32,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/move
MSBF,MSB Financial Corp.,6,30290730,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
MNTG,"MTR Gaming Group, Inc.",3,83063568,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mntg
MTSC,MTS Systems Corporation,46.39,747304396.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc
MBND,Multiband Corporation,1.47,31812209.73,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbnd
LABL,Multi-Color Corporation,22.19,358301264.3,n/a,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl
MFLX,"Multi-Fineline Electronix, Inc.",15.97,379540017.64,n/a,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx
MGAM,"Multimedia Games Holding Company, Inc.",14.23,402703236.85,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mgam
MFSF,MutualFirst Financial Inc.,11.51,80508271.87,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
MWIV,"MWI Veterinary Supply, Inc.",108.89,1387057480.17,n/a,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mwiv
MYL,Mylan Inc.,26.49,10795412614.05,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl
MYRG,"MYR Group, Inc.",20.78,429509550.16,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
MYRX,"Myrexis, Inc",2.78,74552077.32,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myrx
MYGN,"Myriad Genetics, Inc.",30.04,2445347351.64,n/a,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/mygn
NANO,Nanometrics Incorporated,14.12,330476326.68,n/a,1984,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nano
NSPH,"Nanosphere, Inc.",2.72,152565988.64,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nsph
NSSC,"NAPCO Security Technologies, Inc.",3.11,59428697.66,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nssc
NASB,NASB Financial Inc.,20.87,164197104.18,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nasb
QQQX,NASDAQ Premium Income and Growth Fund Inc.,14.97,276126829.62,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/qqqx
NAFC,Nash-Finch Company,19.53,239675187.15,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/nafc
NATH,"Nathan&#39;s Famous, Inc.",30.18,134810589.3,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
NAUH,"National American University Holdings, Inc.",4.07,104092447.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nauh
NKSH,"National Bankshares, Inc.",30.78,213858639.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
FIZZ,National Beverage Corp.,14.72,681514729.6,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fizz
NCMI,"National CineMedia, Inc.",13.22,742672935.26,n/a,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
NATI,National Instruments Corporation,24.46,3004063778.98,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
NATL,National Interstate Corporation,25.21,492523232.2,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
NPBC,"National Penn Bancshares, Inc.",9.17,1371378268.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
NPBCO,"National Penn Bancshares, Inc.",25.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbco
NRCI,National Research Corporation,53.73,368253062.1,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nrci
NSEC,"National Security Group, Inc.",7.89,19461474,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
NTSC,"National Technical Systems, Inc.",7.54,86350243.98,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/ntsc
NWLI,National Western Life Insurance Company,150.73,547867826.99,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
NAII,"Natural Alternatives International, Inc.",5.19,35983588.26,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/naii
NATR,"Nature&#39;s Sunshine Products, Inc.",14.91,235034679.6,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
BABY,Natus Medical Incorporated,11,329475388,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
